userId,movieId,rating,timestamp_x,tag,timestamp_y,title,genres,imdbId,tmdbId
474,6181,4.0,1098104447,Civil War,1138039404.0,"Red Badge of Courage, The (1951)",Drama|War,43961,59401.0
474,364,4.5,1081177308,Disney,1137180959.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0
599,924,5.0,1498456847,Oscar (Best Effects - Visual Effects),1498456791.0,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,62622,62.0
567,176419,3.0,1525287581,unsettling,1525287586.0,Mother! (2017),Drama|Horror|Mystery|Thriller,5109784,381283.0
474,5954,4.0,1087831597,nightclub,1138039070.0,25th Hour (2002),Crime|Drama,307901,1429.0
474,2762,5.0,979179872,ghosts,1137205068.0,"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404,745.0
424,1258,4.5,1457843515,disturbing,1457843347.0,"Shining, The (1980)",Horror,81505,694.0
599,296,5.0,1498456867,r:disturbing violent images,1498456595.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
474,912,5.0,983032184,start of a beautiful friendship,1137202319.0,Casablanca (1942),Drama|Romance,34583,289.0
474,6178,4.0,1077028739,race,1138039358.0,"Patch of Blue, A (1965)",Drama|Romance,59573,33364.0
599,296,5.0,1498456867,motherfucker,1498456497.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
474,1288,4.0,994819405,mockumentary,1137368105.0,This Is Spinal Tap (1984),Comedy,88258,11031.0
474,1281,4.0,1080568455,Nazis,1137206944.0,"Great Dictator, The (1940)",Comedy|Drama|War,32553,914.0
318,4708,5.0,1415402882,reciprocal spectator,1416086490.0,Marat/Sade (1966),Drama|Musical,60668,44258.0
474,6327,3.5,1138486464,movies,1137200584.0,"Decade Under the Influence, A (2003)",Documentary,342275,38868.0
474,345,3.5,1053434098,remade,1138040381.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759.0
474,830,2.0,1046887848,adultery,1137374123.0,"First Wives Club, The (1996)",Comedy,116313,2925.0
599,296,5.0,1498456867,achronological,1498456475.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
474,7212,4.0,1073255475,cross dressing,1138039664.0,I Was a Male War Bride (1949),Comedy|Romance,41498,23567.0
477,61323,4.5,1269832479,Coen Bros,1269832486.0,Burn After Reading (2008),Comedy|Crime|Drama,887883,4944.0
474,28,4.5,1165540007,In Netflix queue,1137201942.0,Persuasion (1995),Drama|Romance,114117,17015.0
477,7361,4.0,1200940259,surreal,1256051041.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38.0
474,1293,4.0,1124123484,India,1137191587.0,Gandhi (1982),Drama,83987,783.0
474,6810,3.5,1089386591,domestic violence,1138307335.0,Sleeping with the Enemy (1991),Drama|Thriller,102945,7442.0
474,282,3.0,1060105525,disability,1137375594.0,Nell (1994),Drama,110638,1945.0
477,57669,5.0,1269832553,Colin Farrell,1269832561.0,In Bruges (2008),Comedy|Crime|Drama|Thriller,780536,8321.0
599,296,5.0,1498456867,cool,1498456405.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
62,99114,5.0,1521488759,western,1526078773.0,Django Unchained (2012),Action|Drama|Western,1853728,68718.0
474,2249,2.0,1046887584,Mafia,1137374445.0,My Blue Heaven (1990),Comedy,100212,16384.0
474,3675,4.5,1081177333,Christmas,1137205636.0,White Christmas (1954),Comedy|Musical|Romance,47673,13368.0
573,35836,5.0,1186589993,steve carell,1186589105.0,"40-Year-Old Virgin, The (2005)",Comedy|Romance,405422,6957.0
477,62336,5.0,1234853193,2D animation,1282924611.0,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,279077,225130.0
474,1995,2.0,1046984846,ghosts,1137374228.0,Poltergeist II: The Other Side (1986),Horror|Thriller,91778,11133.0
567,356,3.0,1525287534,bittersweet,1525287545.0,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0
599,2959,5.0,1498456882,helena bonham carter,1498456939.0,Fight Club (1999),Action|Crime|Drama|Thriller,137523,550.0
599,293,5.0,1498456035,humorous,1498456177.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
474,5114,4.0,1063110654,movie business,1138039083.0,"Bad and the Beautiful, The (1952)",Drama,44391,32499.0
474,3469,2.5,1124123495,evolution,1137375171.0,Inherit the Wind (1960),Drama,53946,1908.0
567,4144,4.5,1525283516,bittersweet,1525283563.0,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,118694,843.0
567,7361,5.0,1525282255,intelligent,1525282746.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38.0
474,32,4.0,1081177409,time travel,1137206826.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0
474,1233,3.5,1120184777,submarine,1138137835.0,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387.0
567,1921,3.0,1525287268,artsy,1525287302.0,Pi (1998),Drama|Sci-Fi|Thriller,138704,473.0
474,7789,4.0,1099060001,terrorism,1138039932.0,"11'09""01 - September 11 (2002)",Drama,328802,1926.0
474,6856,4.0,1064841971,biopic,1138039917.0,Yankee Doodle Dandy (1942),Drama|Musical,35575,3087.0
424,74458,5.0,1457843075,Leonardo DiCaprio,1457843110.0,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324.0
599,296,5.0,1498456867,intellectual,1498456565.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
567,109487,3.0,1525287553,bad dialogue,1525287562.0,Interstellar (2014),Sci-Fi|IMAX,816692,157336.0
567,3676,5.0,1525282299,cryptic,1525282831.0,Eraserhead (1977),Drama|Horror,74486,985.0
537,72998,5.0,1424140083,visually stunning,1424140233.0,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,499549,19995.0
599,293,5.0,1498456035,Natalie Portman,1498456126.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
62,7153,5.0,1521488588,stylized,1528152577.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,167260,122.0
474,5483,4.5,1062075832,movie business,1137181538.0,"Kid Stays in the Picture, The (2002)",Documentary,303353,29047.0
567,4878,3.5,1525282268,hallucinatory,1525282590.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
424,4226,4.5,1457843531,mystery,1457842983.0,Memento (2000),Mystery|Thriller,209144,77.0
62,128360,5.0,1521489877,Kurt Russell,1526078886.0,The Hateful Eight (2015),Western,3460252,273248.0
62,2953,3.5,1525636880,family,1525636883.0,Home Alone 2: Lost in New York (1992),Children|Comedy,104431,772.0
567,4144,4.5,1525283516,romantic,1525283568.0,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,118694,843.0
474,1333,4.5,1090873560,birds,1137202841.0,"Birds, The (1963)",Horror|Thriller,56869,571.0
474,522,3.5,1129579501,racism,1138137660.0,Romper Stomper (1992),Action|Drama,105275,10412.0
567,4878,3.5,1525282268,dreamlike,1525282577.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
599,1732,5.0,1498456250,bowling,1498456271.0,"Big Lebowski, The (1998)",Comedy|Crime,118715,115.0
474,440,4.5,1053021228,President,1137191329.0,Dave (1993),Comedy|Romance,106673,11566.0
424,2160,4.5,1457843272,suspense,1457843308.0,Rosemary's Baby (1968),Drama|Horror|Thriller,63522,805.0
599,296,5.0,1498456867,character development,1498456527.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
477,69757,5.0,1279956110,humorous,1279956124.0,(500) Days of Summer (2009),Comedy|Drama|Romance,1022603,19913.0
424,3948,4.5,1457846475,comedy,1457846488.0,Meet the Parents (2000),Comedy,212338,1597.0
567,112552,3.5,1525286265,inspirational,1525286276.0,Whiplash (2014),Drama,2582802,244786.0
567,99764,5.0,1525282224,surreal,1525282456.0,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,2396224,147538.0
424,1089,3.5,1457844568,stylized,1457844737.0,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500.0
537,79132,5.0,1424140067,big budget,1424140151.0,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205.0
474,2712,4.0,1052743131,sexuality,1138032003.0,Eyes Wide Shut (1999),Drama|Mystery|Thriller,120663,345.0
62,71535,3.5,1529777113,Bill Murray,1529777198.0,Zombieland (2009),Action|Comedy|Horror,1156398,19908.0
474,2952,4.0,1007321170,gambling,1137191914.0,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,119256,8052.0
318,68954,4.0,1424546827,dreams,1266408662.0,Up (2009),Adventure|Animation|Children|Drama,1049413,14160.0
474,6020,3.5,1100292449,class,1138307024.0,Alice Adams (1935),Comedy|Drama,26056,43886.0
474,7153,5.0,1072654131,Tolkein,1137181217.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,167260,122.0
424,3499,3.5,1457846270,stephen king,1457846291.0,Misery (1990),Drama|Horror|Thriller,100157,1700.0
62,2124,5.0,1525636840,Family,1525636855.0,"Addams Family, The (1991)",Children|Comedy|Fantasy,101272,2907.0
62,53464,3.0,1525554739,Chris Evans,1525554807.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,486576,1979.0
599,293,5.0,1498456035,police,1498456181.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
599,296,5.0,1498456867,characters,1498456466.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
567,112421,4.5,1525283411,Eccentric,1525283427.0,Frank (2014),Comedy|Drama|Mystery,1605717,171372.0
474,160,1.0,1047055195,Michael Crichton,1137373726.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0
125,156371,4.0,1474469682,80's,1474469700.0,Everybody Wants Some (2016),Comedy,2937696,295699.0
474,596,2.0,1047055015,Disney,1137374224.0,Pinocchio (1940),Animation|Children|Fantasy|Musical,32910,10895.0
474,7932,4.0,1137271158,independent,1137271192.0,Dark Days (2000),Documentary,235327,14273.0
62,87430,3.5,1525555156,audience intelligence underestimated,1525555172.0,Green Lantern (2011),Action|Adventure|Sci-Fi,1133985,44912.0
193,4878,4.0,1435857313,time travel,1435857135.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
477,1196,5.0,1200939665,George Lucas,1262795793.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,80684,1891.0
477,3527,4.0,1269832587,Jesse Ventura,1269832593.0,Predator (1987),Action|Sci-Fi|Thriller,93773,106.0
567,1921,3.0,1525287268,paranoid,1525287277.0,Pi (1998),Drama|Sci-Fi|Thriller,138704,473.0
474,3967,4.0,1047054286,ballet,1137191989.0,Billy Elliot (2000),Drama,249462,71.0
477,7361,4.0,1200940259,love,1256051045.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38.0
474,6201,5.0,1100119681,England,1137191244.0,Lady Jane (1986),Drama|Romance,91374,21867.0
599,1732,5.0,1498456250,deadpan,1498456303.0,"Big Lebowski, The (1998)",Comedy|Crime,118715,115.0
567,71899,5.0,1525282287,poignant,1525283043.0,Mary and Max (2009),Animation|Comedy|Drama,978762,24238.0
62,3114,3.0,1525636897,Tom Hanks,1525636925.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,120363,863.0
424,1219,4.0,1457902433,tense,1457902461.0,Psycho (1960),Crime|Horror,54215,539.0
474,6195,4.0,1138498639,Stones of Summer,1138498655.0,Stone Reader (2002),Documentary,324080,105024.0
599,293,5.0,1498456035,hitman,1498456113.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
567,119145,3.0,1525286707,slick,1525286728.0,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,2802144,207703.0
62,168248,4.5,1523048794,hitman,1528152293.0,John Wick: Chapter Two (2017),Action|Crime|Thriller,4425200,324552.0
125,7022,5.0,1474294895,bloody,1474381755.0,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,266308,3176.0
477,541,5.0,1201158878,cyberpunk,1262795770.0,Blade Runner (1982),Action|Sci-Fi|Thriller,83658,78.0
477,68791,4.0,1243401974,FIGHTING THE SYSTEM,1262795852.0,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,438488,534.0
474,4896,4.5,1081177303,Magic,1137205893.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671.0
62,61024,4.0,1528934209,Stoner Movie,1528934219.0,Pineapple Express (2008),Action|Comedy|Crime,910936,10189.0
474,971,3.5,1087831992,Tennessee Williams,1138137870.0,Cat on a Hot Tin Roof (1958),Drama,51459,261.0
305,34405,2.5,1520284858,predictable,1520284921.0,Serenity (2005),Action|Adventure|Sci-Fi,379786,16320.0
62,122912,4.0,1526028975,Thor,1526029010.0,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi,4154756,299536.0
318,127172,3.5,1422789148,film history,1423222565.0,A Story of Children and Film (2013),Documentary,2917506,194537.0
62,87430,3.5,1525555156,space,1525555182.0,Green Lantern (2011),Action|Adventure|Sci-Fi,1133985,44912.0
424,106100,4.0,1457845909,social commentary,1457845921.0,Dallas Buyers Club (2013),Drama,790636,152532.0
567,4226,3.5,1525282023,dreamlike,1525282545.0,Memento (2000),Mystery|Thriller,209144,77.0
567,6291,3.0,1525287035,melancholy,1525287040.0,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,300140,12093.0
18,431,4.0,1462138790,mafia,1462138755.0,Carlito's Way (1993),Crime|Drama,106519,6075.0
62,8641,4.0,1521490412,Steve Carell,1526249156.0,Anchorman: The Legend of Ron Burgundy (2004),Comedy,357413,8699.0
474,2571,4.5,1053020932,alternate universe,1137204991.0,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,603.0
474,5379,4.5,1053021147,anti-Semitism,1137205732.0,"Believer, The (2001)",Drama,247199,4012.0
474,4184,4.0,1124306259,Christmas,1138032577.0,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,39190,19490.0
477,54503,5.0,1200941052,self discovery,1244566119.0,Superbad (2007),Comedy,829482,8363.0
474,2248,5.0,983034022,In Your Eyes,1137202613.0,Say Anything... (1989),Comedy|Drama|Romance,98258,2028.0
474,6101,4.0,1137900960,politics,1137900975.0,Missing (1982),Drama|Mystery|Thriller,84335,15600.0
125,158872,5.0,1474141733,satire,1474382047.0,Sausage Party (2016),Animation|Comedy,1700841,223702.0
567,107406,3.0,1525286772,fatalistic,1525286785.0,Snowpiercer (2013),Action|Drama|Sci-Fi,1706620,110415.0
424,27020,3.5,1457901562,lesbian,1457901570.0,Gia (1998),Drama|Romance,123865,14533.0
533,356,5.0,1424753674,lieutenant dan,1424753866.0,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0
477,47610,4.0,1200941561,magic,1242580595.0,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,443543,1491.0
599,293,5.0,1498456035,Gary Oldman,1498456130.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0
474,357,3.0,1136942702,wedding,1137375527.0,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712.0
474,2872,4.0,1047054300,England,1137191745.0,Excalibur (1981),Adventure|Fantasy,82348,11527.0
477,541,5.0,1201158878,Philip K. Dick,1262795776.0,Blade Runner (1982),Action|Sci-Fi|Thriller,83658,78.0
474,2302,2.0,978576252,court,1137374439.0,My Cousin Vinny (1992),Comedy,104952,10377.0
599,296,5.0,1498456867,John Travolta,1498456374.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
357,7451,4.5,1348627895,lesbian subtext,1348627909.0,Mean Girls (2004),Comedy,377092,10625.0
599,296,5.0,1498456867,fun,1498456421.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
62,136864,4.0,1525555209,superman,1525555213.0,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,2975590,209112.0
62,31658,3.5,1525869033,fantasy world,1525869051.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,347149,4935.0
474,6367,4.0,1100292008,retro,1138039562.0,Down with Love (2003),Comedy|Romance,309530,10720.0
477,67087,3.5,1269833849,bromantic,1269833884.0,"I Love You, Man (2009)",Comedy,1155056,16538.0
474,920,2.0,1047054549,Civil War,1137374145.0,Gone with the Wind (1939),Drama|Romance|War,31381,770.0
599,296,5.0,1498456867,nonlinear storyline,1498456580.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
62,139385,4.0,1521489905,visually appealing,1526079038.0,The Revenant (2015),Adventure|Drama,1663202,281957.0
477,68791,4.0,1243401974,bad script,1262795859.0,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,438488,534.0
537,527,1.0,1424142111,based on a true story,1424142072.0,Schindler's List (1993),Drama|War,108052,424.0
49,109487,4.5,1493093231,time-travel,1493093356.0,Interstellar (2014),Sci-Fi|IMAX,816692,157336.0
567,25771,5.0,1525282215,surrealism,1525282466.0,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,20530,626.0
18,88094,3.0,1457352482,indie record label,1457444592.0,Upside Down: The Creation Records Story (2010),Documentary,1764726,64780.0
474,1931,4.0,1098710014,ships,1138031771.0,Mutiny on the Bounty (1935),Adventure|Drama,26752,12311.0
477,3527,4.0,1269832587,guns,1278683912.0,Predator (1987),Action|Sci-Fi|Thriller,93773,106.0
474,4218,3.5,1165540071,In Netflix queue,1137202093.0,River's Edge (1986),Crime|Drama,91860,21309.0
474,1093,3.0,988579907,1960s,1137375736.0,"Doors, The (1991)",Drama,101761,10537.0
424,223,3.5,1457844055,independent film,1457844084.0,Clerks (1994),Comedy,109445,2292.0
474,4477,1.0,1046886579,circus,1137373669.0,Big Top Pee-Wee (1988),Adventure|Children|Comedy,94744,30502.0
424,288,4.0,1457846167,dark comedy,1457846180.0,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0
119,115617,5.0,1435943203,animation,1435944890.0,Big Hero 6 (2014),Action|Animation|Comedy,2245084,177572.0
424,50,5.0,1457842255,suspense,1457842315.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0
474,5450,4.0,1046870757,sisterhood,1138039255.0,Lovely & Amazing (2001),Comedy|Drama|Romance,258273,50035.0
125,62434,4.5,1474371925,Seth Rogen,1474592476.0,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,1007028,10358.0
62,410,4.5,1525636601,Christina Ricci,1525636685.0,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758.0
62,6058,3.5,1525555043,violent,1525555051.0,Final Destination 2 (2003),Horror|Thriller,309593,9358.0
474,2070,4.0,1113829296,music,1137191821.0,Tender Mercies (1983),Drama|Romance|Western,86423,42121.0
424,102903,1.5,1457845605,overcomplicated,1457845593.0,Now You See Me (2013),Crime|Mystery|Thriller,1670345,75656.0
474,3877,2.0,1069686562,superhero,1137374791.0,Supergirl (1984),Action|Adventure|Fantasy,88206,9651.0
305,4995,5.0,1464428743,mathematics,1464428783.0,"Beautiful Mind, A (2001)",Drama|Romance,268978,453.0
62,114180,3.5,1525554378,plot holes,1525554454.0,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,1790864,198663.0
474,6183,4.0,1061160987,sexuality,1138039366.0,Pillow Talk (1959),Comedy|Musical|Romance,53172,4952.0
474,1942,3.5,1165539986,In Netflix queue,1137201047.0,All the King's Men (1949),Drama,41113,25430.0
474,590,3.5,1100292189,American Indians,1137180976.0,Dances with Wolves (1990),Adventure|Drama|Western,99348,581.0
599,296,5.0,1498456867,original plot,1498456455.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
474,58,3.5,1126533613,writing,1138137613.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0
125,100083,5.0,1474141969,R language,1474377035.0,Movie 43 (2013),Comedy,1333125,87818.0
477,68791,4.0,1243401974,post-apocalyptic,1262795854.0,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,438488,534.0
474,2295,5.0,975173593,Screwball,1137202461.0,"Impostors, The (1998)",Comedy,120823,28134.0
424,68157,4.5,1457844571,Quentin Tarantino,1457844652.0,Inglourious Basterds (2009),Action|Drama|War,361748,16869.0
193,4878,4.0,1435857313,psychological,1435857147.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
474,905,5.0,978575711,Screwball,1137202499.0,It Happened One Night (1934),Comedy|Romance,25316,3078.0
567,5673,3.5,1525282187,bittersweet,1525282627.0,Punch-Drunk Love (2002),Comedy|Drama|Romance,272338,8051.0
474,1257,3.0,978575993,skiing,1137375698.0,Better Off Dead... (1985),Comedy|Romance,88794,13667.0
474,8275,3.5,1181348018,In Netflix queue,1137201789.0,College (1927),Comedy,17765,34847.0
567,1260,4.0,1525285646,mental illness,1525285654.0,M (1931),Crime|Film-Noir|Thriller,22100,832.0
567,3266,5.0,1525282236,black comedy,1525283004.0,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,103905,10086.0
599,296,5.0,1498456867,killer-as-protagonist,1498456494.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
477,45730,3.0,1222057568,Paul Giamatti,1242580508.0,Lady in the Water (2006),Drama|Fantasy|Mystery,452637,9697.0
474,7090,4.0,1105624492,martial arts,1138039622.0,Hero (Ying xiong) (2002),Action|Adventure|Drama,299977,79.0
599,2959,5.0,1498456882,Chuck Palahniuk,1498456949.0,Fight Club (1999),Action|Crime|Drama|Thriller,137523,550.0
474,934,3.0,1060606681,wedding,1137375767.0,Father of the Bride (1950),Comedy,42451,20758.0
474,1544,1.0,974666859,dinosaurs,1137373781.0,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,119567,330.0
474,6918,4.0,1119012499,India,1138039870.0,"Unvanquished, The (Aparajito) (1957)",Drama,48956,897.0
357,2762,5.0,1348610119,Atmospheric,1348626902.0,"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404,745.0
474,1952,4.0,1085403482,prostitution,1138031755.0,Midnight Cowboy (1969),Drama,64665,3116.0
474,4210,3.5,1059492623,serial killer,1139059887.0,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,91474,11454.0
567,4878,3.5,1525282268,thought-provoking,1525282573.0,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0
474,2750,3.5,1137443244,radio,1137443255.0,Radio Days (1987),Comedy|Drama,93818,30890.0
477,68791,4.0,1243401974,franchise,1262795875.0,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,438488,534.0
599,296,5.0,1498456867,Uma Thurman,1498456370.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
477,7361,4.0,1200940259,cult film,1242494340.0,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38.0
474,4812,2.0,1002757164,space,1137374786.0,SpaceCamp (1986),Adventure|Sci-Fi,91993,13766.0
474,1240,4.0,1111412847,robots,1137368088.0,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,218.0
62,71535,3.5,1529777113,dark comedy,1529777189.0,Zombieland (2009),Action|Comedy|Horror,1156398,19908.0
205,260,4.5,1519900208,oldie but goodie,1519899101.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0
474,3125,4.0,1014924099,Graham Greene,1137191874.0,"End of the Affair, The (1999)",Drama,172396,20024.0
474,926,4.5,1116517487,Hollywood,1137202821.0,All About Eve (1950),Drama,42192,705.0
424,104879,5.0,1457846344,Hugh Jackman,1457846364.0,Prisoners (2013),Drama|Mystery|Thriller,1392214,146233.0
477,57669,5.0,1269832553,irreverent,1269832579.0,In Bruges (2008),Comedy|Crime|Drama|Thriller,780536,8321.0
424,50,5.0,1457842255,twist ending,1457842306.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0
474,7086,3.5,1238350378,George Bernard Shaw,1137201703.0,Pygmalion (1938),Comedy|Drama,30637,25016.0
474,41,3.5,1089386983,Shakespeare,1138137646.0,Richard III (1995),Drama|War,114279,31174.0
474,7700,4.0,1201833260,In Netflix queue,1137201116.0,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,46268,204.0
474,25841,4.0,1112298909,show business,1138040249.0,Stage Door (1937),Drama,29604,43864.0
567,116797,3.0,1525286857,intelligent,1525286865.0,The Imitation Game (2014),Drama|Thriller|War,2084970,205596.0
424,3176,5.0,1457845011,psychology,1457845023.0,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,134119,1213.0
567,138036,3.0,1525287186,stylish,1525287190.0,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,1638355,203801.0
606,6107,4.0,1171324428,World War II,1178473747.0,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,84422,42130.0
599,296,5.0,1498456867,comedy,1498456378.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0
